Vehicle,Price,Year,Manufacturer,Model,Condition,Cylinders,Fuel,Odometer,Transmission,Drive,Type,Paint,State
6213,5600,2003,honda,element,like new,5,gas,120000,automatic,rwd,mini-van,silver,ca
6214,3500,2002,toyota,rav4,excellent,4,gas,230000,automatic,fwd,SUV,black,ca
6215,10500,2016,jeep,compass,good,4,gas,74000,automatic,4wd,SUV,silver,ca
6216,4500,2005,toyota,camry le,excellent,4,gas,163000,automatic,fwd,sedan,silver,ca
6217,5999,2003,chevrolet,tahoe,excellent,8,gas,139580,automatic,rwd,SUV,white,ca
6218,3600,2002,gmc,yukon,good,8,gas,199800,automatic,fwd,SUV,red,ca
6219,2900,2001,toyota,corolla,good,4,gas,105382,automatic,fwd,sedan,grey,ca
6220,14500,2012,mazda,mazdaspeed3,excellent,4,gas,123700,manual,fwd,hatchback,white,ca
6221,12499,2013,bmw,535 i,excellent,6,gas,105918,automatic,rwd,sedan,black,ca
6222,1900,2005,mitsubishi,galant,fair,6,gas,147000,automatic,fwd,sedan,white,ca
6223,3000,1999,jeep,grand cherokee limited 4x4,good,8,gas,195000,automatic,4wd,SUV,silver,ca
6224,7250,2006,subaru,impreza,good,4,gas,140000,manual,4wd,sedan,silver,ca
6225,10900,2012,hyundai,genesis,like new,8,gas,112000,automatic,rwd,sedan,silver,ca
6226,4000,2005,ford,expedition xlt,good,8,gas,165000,automatic,rwd,SUV,white,ca
6227,8995,2007,lexus,es350,excellent,6,gas,117293,automatic,rwd,sedan,white,ca
6228,4300,2001,ford,f250 super duty,good,8,gas,228000,automatic,fwd,truck,white,ca
6229,4350,2002,toyota,camry,excellent,4,gas,110200,automatic,fwd,sedan,grey,ca
6230,20000,1995,chevrolet,impala ss,excellent,8,gas,154331,automatic,4wd,truck,black,ca
6231,9900,2004,ford,f150,good,8,gas,141000,automatic,rwd,truck,white,ca
6232,7900,2009,nissan,titan se crew cab 5'6,good,8,gas,189000,automatic,rwd,truck,black,ca
6233,28500,1990,toyota,land cruiser fj60,excellent,6,diesel,30000,manual,4wd,SUV,brown,ca
6234,6990,2006,mini,cooper,like new,4,gas,100300,manual,fwd,hatchback,purple,ca
6235,9000,2002,toyota,sequoia limited,excellent,8,gas,221000,automatic,4wd,SUV,white,ca
6236,7500,2011,volkswagen,golf,excellent,5,gas,112000,automatic,fwd,hatchback,grey,ca
6237,8899,2010,volkswagen,cc,excellent,4,gas,115739,automatic,fwd,sedan,black,ca
6238,30345,2016,dodge,challenger r/t plus,good,8,gas,25245,automatic,rwd,coupe,black,ca
6239,17500,2017,kia,sportage,good,4,gas,37133,automatic,fwd,SUV,white,ca
6240,14995,2010,bmw,550xi gt,like new,8,gas,115000,automatic,4wd,sedan,grey,ca
6241,28200,2013,gmc,1500 sierra sle,excellent,8,gas,66300,automatic,rwd,truck,white,ca
6242,8200,2011,mercedes-benz,benz c300,good,6,gas,102000,automatic,rwd,sedan,black,ca
6243,24900,2017,infiniti,qx60,excellent,6,gas,54400,automatic,fwd,SUV,white,ca
6244,33000,2016,jeep,wrangler unlimited sahara,excellent,6,gas,50758,manual,4wd,SUV,grey,ca
6245,7100,2006,subaru,tribeca limited,excellent,6,gas,98000,automatic,4wd,SUV,white,ca
6246,9900,2016,toyota,corolla s,like new,4,gas,165258,automatic,fwd,sedan,silver,ca
6247,6500,2008,honda,civic lx,good,4,gas,162000,automatic,fwd,sedan,black,ca
6248,17988,2017,honda,civic,excellent,4,gas,18971,automatic,fwd,sedan,red,ca
6249,6000,2011,mitsubishi,lancer,excellent,4,gas,111000,automatic,fwd,sedan,silver,ca
6250,22000,1973,porsche,914,excellent,4,gas,79002,manual,rwd,coupe,green,ca
6251,54900,2018,jeep,wrangler unlimited,like new,6,gas,17400,automatic,4wd,SUV,grey,ca
6252,26995,2014,dodge,challenger r/t,good,8,gas,33734,manual,rwd,coupe,orange,ca
6253,42000,2017,audi,s6,excellent,8,gas,29500,automatic,4wd,sedan,white,ca
6254,16000,1970,ford,econoline,excellent,6,gas,79000,automatic,rwd,van,blue,ca
6255,44900,2016,chevrolet,camaro 2ss coupe,like new,8,gas,3535,automatic,rwd,coupe,red,ca
6256,36500,2016,bmw,m2,good,6,gas,650000,manual,rwd,coupe,black,ca
6257,11500,2002,toyota,4runner,like new,6,gas,94000,automatic,4wd,SUV,custom,ca
6258,4250,2003,chrysler,pt cruiser,excellent,4,gas,47548,automatic,fwd,hatchback,silver,ca
6259,4999,2006,subaru,forester 2.5x,excellent,4,gas,146820,automatic,4wd,wagon,grey,ca
6260,5999,2004,mercury,mountaineer,excellent,6,gas,78478,automatic,rwd,SUV,black,ca
6261,6999,2007,nissan,frontier nismo,excellent,6,gas,197789,automatic,rwd,truck,white,ca
6262,12999,2010,ford,f-150 platinum,excellent,8,gas,190697,automatic,rwd,truck,grey,ca
6263,12500,1986,toyota,travelmaster,excellent,4,gas,124000,automatic,rwd,truck,white,ca
6264,7500,2010,ford,fusion,excellent,4,hybrid,70300,automatic,fwd,coupe,white,ca
6265,27850,2012,mercedes-benz,benz s550,like new,8,gas,57040,automatic,rwd,sedan,black,ca
6266,16588,2013,subaru,outback,excellent,6,gas,85013,automatic,4wd,wagon,blue,ca
6267,3050,2006,volkswagen,jetta,excellent,5,gas,150000,automatic,fwd,sedan,grey,ca
6268,16000,2017,kia,sedona lx,like new,6,gas,63000,manual,fwd,mini-van,blue,ca
6269,8500,1977,mercedes-benz,sel 450,good,8,gas,122000,automatic,rwd,sedan,silver,ca
6270,7900,2013,chevrolet,volt lt,like new,4,hybrid,110258,automatic,fwd,sedan,black,ca
6271,6800,2005,bmw,330ci,like new,6,gas,140000,automatic,rwd,coupe,black,ca
6272,10995,2013,honda,civic ex-l,like new,4,gas,94250,automatic,fwd,sedan,grey,ca
6273,3300,2003,honda,accord,good,4,gas,210000,automatic,fwd,sedan,blue,ca
6274,31000,2014,mercedes-benz,benz ml63 amg,like new,8,gas,99000,automatic,4wd,SUV,black,ca
6275,7000,2007,bmw,x3,excellent,6,gas,160000,automatic,4wd,SUV,white,ca
6276,19250,2011,rover,hse,excellent,6,gas,79850,manual,rwd,SUV,white,ca
6277,4000,2000,volvo,v70r,fair,5,gas,274800,automatic,4wd,wagon,silver,ca
6278,7000,2013,ford,explorer,fair,6,gas,169000,automatic,fwd,SUV,silver,ca
6279,5500,2004,chevrolet,suburban,fair,8,gas,187700,automatic,rwd,SUV,brown,ca
6280,2004,2004,toyota,sienna,excellent,6,gas,185000,automatic,fwd,mini-van,grey,ca
6281,7900,2013,toyota,corolla,like new,4,gas,140123,automatic,fwd,sedan,silver,ca
6282,11800,2017,toyota,prius,like new,4,gas,169123,automatic,fwd,wagon,white,ca
6283,6800,2010,honda,accord,excellent,4,gas,160123,automatic,fwd,sedan,grey,ca
6284,9898,2009,mercedes-benz,benz e320,excellent,6,diesel,144000,automatic,rwd,sedan,silver,ca
6285,24000,2017,dodge,durango gt blacktop,excellent,6,gas,111932,automatic,rwd,SUV,white,ca
6286,22950,2007,ram,3500 dually diesel,excellent,6,diesel,290000,automatic,rwd,truck,silver,ca
6287,3250,2000,mercedes-benz,benz ml 320,excellent,6,gas,158914,automatic,4wd,SUV,white,ca
6288,6499,1996,jeep,grand cherokee laredo 4x4,like new,6,gas,202000,automatic,4wd,SUV,grey,ca
6289,19500,2015,acura,tlx 3.5l v6,like new,6,gas,90000,automatic,fwd,sedan,blue,ca
6290,30900,1998,ford,e350 passenger van,excellent,8,diesel,159000,automatic,rwd,van,white,ca
6291,13200,2013,toyota,venza le,good,4,gas,73350,automatic,fwd,SUV,green,ca
6292,128945,2021,chevrolet,corvette convertible,new,8,gas,19,automatic,rwd,convertible,orange,ca
6293,39000,2017,ford,explorer sport,like new,6,gas,23578,automatic,4wd,SUV,white,ca
6294,3100,2005,honda,civic lx,good,4,gas,192000,automatic,fwd,sedan,black,ca
6295,6800,2009,bmw,535i,good,6,gas,155000,automatic,rwd,sedan,black,ca
6296,7500,1993,ford,ei 50,excellent,6,gas,87947,automatic,fwd,van,custom,ca
6297,18000,2000,ford,e250,excellent,8,gas,103000,automatic,rwd,van,white,ca
6298,10500,2011,bmw,series 5 535i,excellent,6,gas,133000,automatic,fwd,sedan,black,ca
6299,23000,1999,ford,f350 4x4,excellent,8,diesel,185000,automatic,4wd,truck,red,ca
6300,8500,2008,bmw,335i coupe,excellent,6,gas,174000,automatic,rwd,coupe,grey,ca
6301,3750,2007,honda,fit sport hatchback,good,4,gas,200000,automatic,fwd,sedan,blue,ca
6302,2000,2009,chevrolet,impala,good,6,gas,114000,automatic,fwd,sedan,silver,ca
6303,7400,2010,hyundai,genesis coupe 3.8 2d,excellent,6,gas,114456,automatic,rwd,coupe,silver,ca
6304,1500,1995,gmc,safari van,fair,8,gas,69000,automatic,rwd,van,silver,ca
6305,5500,2011,kia,forte,good,4,gas,164740,automatic,fwd,sedan,white,ca
6306,6990,2017,mitsubishi,mirage,good,4,gas,35000,automatic,fwd,sedan,white,ca
6307,39990,2018,gmc,sierra 1500 double cab slt,good,8,gas,45123,automatic,4wd,truck,white,ca
6308,2980,2006,lincoln,navigator,good,8,gas,200000,automatic,4wd,SUV,black,ca
6309,3000,2002,mercedes-benz,s430,excellent,8,gas,180000,automatic,rwd,sedan,black,ca
6310,4850,1973,ford,mustang,fair,8,gas,42000,automatic,rwd,convertible,red,ca
6311,20000,2003,ford,f250 super duty 4x4 diesel,excellent,8,gas,169000,automatic,4wd,truck,white,ca
6312,5995,2002,audi,a4 quattro awd,excellent,4,gas,114000,manual,4wd,sedan,grey,ca
6313,23995,2007,lexus,es350,excellent,6,gas,113042,manual,4wd,SUV,silver,ca
6314,2800,2000,chevrolet,suburban,good,8,gas,220000,automatic,rwd,SUV,black,ca
6315,4990,2003,honda,accord ex-l,excellent,6,gas,130000,automatic,fwd,sedan,red,ca
6316,7495,2013,dodge,avanger,excellent,4,gas,76969,automatic,fwd,sedan,white,ca
6317,4995,2002,chevrolet,prizm,excellent,4,gas,54204,automatic,fwd,sedan,brown,ca
6318,3750,2006,pontiac,montana sv6,excellent,6,gas,100000,automatic,fwd,mini-van,white,ca
6319,8500,2004,lexus,ls 430,excellent,8,gas,92500,automatic,rwd,sedan,blue,ca
6320,3400,2000,lexus,es 300,good,6,gas,142000,automatic,fwd,sedan,black,ca
6321,4900,2008,toyota,sienna,good,6,gas,117000,automatic,fwd,van,white,ca
6322,29800,2015,bmw,x5,excellent,6,diesel,62000,automatic,4wd,SUV,black,ca
6323,1300,2008,chevrolet,cobalt,fair,4,gas,270000,manual,4wd,sedan,silver,ca
6324,4950,2005,audi,a4 2.0t quattro,excellent,4,gas,100537,automatic,4wd,sedan,grey,ca
6325,9950,2014,honda,accord sport sedan 4d,excellent,4,gas,169000,automatic,fwd,sedan,grey,ca
6326,4700,2008,toyota,prius,like new,4,hybrid,179000,automatic,fwd,sedan,red,ca
6327,19900,2006,gmc,sierra 2500hd 4x4,excellent,8,gas,148700,automatic,4wd,truck,grey,ca
6328,20000,2014,mercedes-benz,e-class e350 sport,excellent,6,gas,56000,automatic,rwd,sedan,black,ca
6329,8750,2010,honda,crv,excellent,4,gas,140000,automatic,fwd,SUV,brown,ca
6330,16950,2005,porsche,boxster cabriolet,excellent,6,gas,167553,automatic,rwd,coupe,white,ca
6331,6695,2004,toyota,rv4,excellent,4,gas,164600,automatic,fwd,SUV,white,ca
6332,7500,2007,nissan,murano s,like new,6,gas,70000,automatic,rwd,hatchback,black,ca
6333,6950,2014,volkswagen,jetta sedan 2.0l,excellent,4,gas,100000,automatic,fwd,sedan,grey,ca
6334,6298,2002,toyota,camry,excellent,4,gas,128000,automatic,fwd,sedan,silver,ca
6335,13500,2014,hyundai,tucson gls,like new,4,gas,66333,automatic,fwd,SUV,black,ca
6336,5600,2000,ford,f-150,excellent,6,gas,234000,manual,rwd,truck,brown,ca
6337,7600,2008,mini,cooper clubman,good,4,gas,76991,automatic,fwd,coupe,brown,ca
6338,8500,2011,lincoln,town car black,excellent,8,gas,116754,automatic,rwd,sedan,black,ca
6339,7500,2001,chrysler,town & country minivan,excellent,6,gas,91000,automatic,fwd,mini-van,brown,ca
6340,6900,2006,chrysler,300c,excellent,8,gas,80259,automatic,rwd,sedan,silver,ca
6341,3999,2003,nissan,altima,good,6,gas,126549,automatic,fwd,sedan,black,ca
6342,14900,2006,lincoln,mark lt,good,8,gas,100300,automatic,4wd,truck,black,ca
6343,28000,2017,mercedes-benz,cla-class,like new,4,gas,18182,automatic,fwd,coupe,red,ca
6344,18200,2013,bmw,535i,excellent,6,gas,80500,automatic,rwd,sedan,blue,ca
6345,5999,2005,chevrolet,tahoe ls,good,8,gas,184073,automatic,rwd,SUV,black,ca
6346,2000,1999,lexus,gs 300,fair,6,gas,200000,automatic,rwd,sedan,grey,ca
6347,9950,2008,acura,mdx,excellent,6,gas,131488,automatic,4wd,SUV,white,ca
6348,9500,2010,acura,tsx,good,4,gas,98000,automatic,fwd,sedan,silver,ca
6349,5500,2009,ford,focus ses,good,4,gas,153000,automatic,fwd,sedan,black,ca
6350,6950,2005,chevrolet,tahoe lt,good,8,gas,179385,automatic,rwd,SUV,white,ca
6351,2200,2002,toyota,prius,good,4,hybrid,261525,automatic,fwd,hatchback,silver,ca
6352,8000,2010,honda,accord,excellent,4,gas,145484,automatic,fwd,sedan,grey,ca
6353,7950,2010,mercedes-benz,benz e350,excellent,6,gas,186200,automatic,rwd,sedan,grey,ca
6354,3440,1999,mazda,protege,good,4,gas,183000,automatic,fwd,sedan,grey,ca
6355,3600,2004,honda,accord,good,4,gas,169000,automatic,rwd,sedan,white,ca
6356,10800,2007,mercedes-benz,benz gl450,excellent,8,gas,135523,automatic,4wd,SUV,silver,ca
6357,3500,2007,dodge,caliber,excellent,4,gas,130000,automatic,fwd,SUV,blue,ca
6358,2900,1999,toyota,4runner,good,6,gas,150569,automatic,rwd,SUV,silver,ca
6359,6700,2004,ford,mustang,excellent,8,gas,82283,manual,rwd,convertible,silver,ca
6360,11990,2005,toyota,tacoma,excellent,6,gas,236350,automatic,rwd,truck,red,ca
6361,3500,2004,honda,civic lx,excellent,4,gas,163000,automatic,fwd,coupe,custom,ca
6362,9995,2013,mini,cooper countryman base,like new,4,gas,97000,automatic,fwd,sedan,red,ca
6363,5500,2006,honda,accord,good,4,gas,73000,automatic,fwd,sedan,silver,ca
6364,6695,2015,nissan,versa sv sedan 4d,excellent,4,gas,114000,automatic,fwd,sedan,grey,ca
6365,13750,2015,toyota,camry,good,4,gas,85000,automatic,fwd,sedan,silver,ca
6366,8950,2014,ford,fusion titanium,excellent,4,gas,93000,automatic,fwd,sedan,grey,ca
6367,11000,2011,honda,odyssey,excellent,6,gas,194000,automatic,fwd,mini-van,black,ca
6368,12950,2003,gmc,sierra 2500hd slt,good,8,diesel,190000,automatic,rwd,truck,black,ca
6369,7975,2009,nissan,maxima,excellent,6,gas,147000,automatic,fwd,sedan,white,ca
6370,2900,2006,volkswagen,passat,good,4,gas,149000,automatic,fwd,sedan,grey,ca
6371,1300,2002,mazda,protege5,fair,4,gas,209275,automatic,fwd,hatchback,silver,ca
6372,13500,2012,bmw,535i,excellent,6,gas,112000,automatic,rwd,sedan,white,ca
6373,6995,2012,nissan,altima 2.5 s,like new,4,gas,130447,automatic,fwd,sedan,black,ca
6374,6497,2009,subaru,forester 2.5i premium,good,4,gas,154000,automatic,4wd,wagon,blue,ca
6375,13700,2012,dodge,durango citadel,excellent,8,gas,110900,automatic,rwd,SUV,brown,ca
6376,18500,2013,toyota,highlander 4x4,excellent,6,gas,86636,automatic,4wd,SUV,grey,ca
6377,8997,2010,audi,a4,good,4,gas,102000,automatic,4wd,wagon,grey,ca
6378,17700,2009,toyota,tacoma,excellent,6,gas,124000,automatic,rwd,truck,grey,ca
6379,22500,1998,gmc,step side,excellent,8,gas,148000,automatic,rwd,truck,white,ca
6380,11750,2015,honda,civic lx sedan,excellent,4,gas,80000,automatic,fwd,sedan,brown,ca
6381,5800,2010,toyota,prius hybrid,good,4,hybrid,194000,automatic,fwd,hatchback,black,ca
6382,3600,1999,chevrolet,malibu,excellent,6,gas,68766,automatic,fwd,sedan,silver,ca
6383,6900,2017,nissan,versa sv,like new,4,gas,53162,automatic,fwd,sedan,grey,ca
6384,3700,2006,buick,rendezvous,excellent,6,gas,172000,automatic,fwd,SUV,white,ca
6385,3500,2002,honda,accord,good,4,gas,194237,automatic,fwd,sedan,white,ca
6386,4999,2006,infiniti,g35,good,6,gas,159296,automatic,rwd,sedan,silver,ca
6387,5999,2005,chevrolet,silverado 1500,excellent,8,gas,213707,automatic,rwd,truck,white,ca
6388,6999,2013,mazda,3 touring,excellent,4,gas,120608,automatic,fwd,hatchback,grey,ca
6389,4400,2008,honda,civic,excellent,4,gas,113455,manual,fwd,coupe,silver,ca
6390,3990,2007,hyundai,elantra,excellent,4,gas,146000,manual,fwd,sedan,grey,ca
6391,24950,2017,ford,transit 250 cargo van,excellent,6,gas,104219,automatic,rwd,truck,white,ca
6392,16950,2008,ford,e150 cargo van,excellent,8,gas,75447,automatic,rwd,van,white,ca
6393,50900,2016,gmc,sierra 2500hd,excellent,8,gas,30100,automatic,rwd,truck,white,ca
6394,4000,2006,ford,escape xlt,like new,6,gas,157000,automatic,4wd,SUV,custom,ca
6395,1850,2002,volkswagen,jetta gls,good,4,gas,240000,manual,fwd,sedan,black,ca
6396,8200,2006,gmc,yukon xl,good,8,gas,174800,automatic,fwd,SUV,black,ca
6397,5700,2008,mazda,3,excellent,4,gas,103000,manual,fwd,hatchback,silver,ca
6398,5999,2007,hyundai,azera limited,excellent,6,gas,136000,automatic,fwd,sedan,silver,ca
6399,6999,2010,hyundai,sonata,excellent,4,gas,75000,automatic,fwd,sedan,silver,ca
6400,5500,2010,hyundai,sonata,excellent,4,gas,95000,automatic,fwd,sedan,blue,ca
6401,7495,2005,toyota,camry,excellent,4,gas,63956,automatic,fwd,sedan,grey,ca
6402,5999,2012,nissan,altima,excellent,4,gas,113500,automatic,fwd,sedan,grey,ca
6403,38000,2017,toyota,tundra sr5,excellent,8,gas,55000,automatic,rwd,truck,grey,ca
6404,15000,2004,volkswagen,r32,excellent,6,gas,136000,manual,4wd,hatchback,silver,ca
6405,5800,2005,mini,cooper,good,4,gas,117000,automatic,fwd,coupe,silver,ca
6406,19000,2009,chevrolet,silverado 1500,good,8,gas,140000,automatic,rwd,truck,black,ca
6407,10900,2013,chevrolet,silverado,good,8,gas,237000,automatic,rwd,truck,white,ca
6408,11999,2016,volkswagen,egolf,excellent,4,electric,49546,automatic,4wd,hatchback,white,ca
6409,14700,2017,toyota,corolla le,excellent,4,gas,35880,automatic,fwd,sedan,red,ca
6410,4999,2006,volkswagen,new beetle convertible,good,4,gas,115800,automatic,fwd,convertible,red,ca
6411,12999,2006,toyota,tacoma prerunner,excellent,6,gas,175150,automatic,rwd,truck,silver,ca
6412,7000,2005,bmw,z4 2.5i,excellent,6,gas,157349,automatic,fwd,convertible,blue,ca
6413,9999,2003,chevrolet,silverado,excellent,8,gas,230988,automatic,4wd,truck,white,ca
6414,6999,2005,nissan,frontier se,excellent,6,gas,195552,automatic,rwd,truck,silver,ca
6415,5999,2008,volvo,xc90 awd,excellent,6,gas,122191,automatic,4wd,SUV,grey,ca
6416,5499,2008,nissan,quest s,excellent,6,gas,87850,automatic,fwd,mini-van,silver,ca
6417,4999,2007,subaru,forester,excellent,4,gas,164382,automatic,4wd,SUV,grey,ca
6418,4999,2004,gmc,yukon xl,excellent,8,gas,176634,automatic,4wd,SUV,blue,ca
6419,6999,2007,nissan,frontier se,excellent,6,gas,185672,automatic,rwd,truck,grey,ca
6420,6499,2007,honda,civic si,excellent,4,gas,253402,manual,fwd,hatchback,silver,ca
6421,20999,2010,harley-davidson,davidson,excellent,8,gas,115551,automatic,4wd,truck,black,ca
6422,4999,2006,subaru,outback,excellent,4,gas,176907,automatic,4wd,wagon,white,ca
6423,4999,2005,chevrolet,equinox ls,excellent,6,gas,108273,automatic,fwd,SUV,custom,ca
6424,5499,2006,chrysler,300c,excellent,8,gas,141324,automatic,rwd,sedan,custom,ca
6425,5800,2001,ford,f-150,like new,8,gas,158133,automatic,rwd,truck,white,ca
6426,7900,2012,toyota,prius,excellent,4,hybrid,105538,automatic,fwd,hatchback,green,ca
6427,44950,2016,cadillac,escalade,excellent,8,gas,64995,automatic,rwd,SUV,black,ca
6428,27500,2014,toyota,tacoma 4x4,excellent,6,gas,133000,automatic,4wd,truck,black,ca
6429,4500,2004,honda,accord ex,excellent,4,gas,119456,automatic,fwd,sedan,grey,ca
6430,6300,2005,chevrolet,suburban,good,8,gas,179000,automatic,rwd,SUV,custom,ca
6431,7600,2012,nissan,versa,excellent,4,gas,111000,automatic,fwd,hatchback,silver,ca
6432,3900,1991,toyota,4runne sr5,excellent,6,gas,172000,automatic,rwd,SUV,blue,ca
6433,12500,2005,mercedes-benz,benz e320 wagon,excellent,6,gas,120760,automatic,rwd,wagon,silver,ca
6434,6295,2011,bmw,328i,excellent,6,gas,133082,automatic,rwd,sedan,grey,ca
6435,7650,2013,toyota,prius,excellent,4,hybrid,160000,automatic,fwd,sedan,white,ca
6436,2495,2008,toyota,prius,fair,4,gas,223250,automatic,fwd,sedan,green,ca
6437,5749,1998,toyota,4runner,excellent,4,gas,320000,manual,rwd,SUV,red,ca
6438,5500,2006,honda,civic,good,4,gas,175000,automatic,fwd,sedan,custom,ca
6439,11800,2010,toyota,sienna,good,6,gas,99000,automatic,fwd,mini-van,blue,ca
6440,14000,2012,ford,mustang,excellent,6,gas,85000,automatic,rwd,convertible,red,ca
6441,8000,2004,ford,f-150,like new,8,gas,193000,automatic,4wd,truck,red,ca
6442,28900,2013,ford,f-750,good,8,diesel,225358,automatic,fwd,truck,white,ca
6443,7400,2004,bmw,x5,excellent,6,gas,133000,automatic,4wd,SUV,grey,ca
6444,120000,2005,ferrari,f430,excellent,8,gas,9350,automatic,rwd,coupe,red,ca
6445,43000,2019,lexus,rx 350l,like new,6,gas,18700,automatic,fwd,SUV,white,ca
6446,5999,2002,lincoln,navigator,good,8,gas,100640,automatic,rwd,SUV,brown,ca
6447,1800,2001,mazda,protege5,good,4,gas,225000,automatic,fwd,hatchback,white,ca
6448,23800,2018,dodge,challenger sxt,like new,6,gas,76000,automatic,rwd,coupe,white,ca
6449,15200,2015,infiniti,qx60,good,6,gas,98167,automatic,fwd,SUV,white,ca
6450,21950,2006,chevrolet,silverado 3500 lt,good,8,diesel,172500,automatic,rwd,truck,grey,ca
6451,12500,2007,mercedes-benz,benz cls550,excellent,8,gas,98000,automatic,rwd,coupe,white,ca
6452,7400,2013,toyota,camry se,excellent,4,gas,193000,automatic,fwd,sedan,green,ca
6453,46900,2015,mercedes-benz,s 550,like new,8,gas,48975,automatic,rwd,sedan,black,ca
6454,9000,2010,bmw,335i,excellent,6,gas,164900,automatic,rwd,sedan,black,ca
6455,4500,2003,ford,e150 econoline,good,8,gas,279000,automatic,rwd,van,white,ca
6456,13900,2014,mercedes-benz,c250 coupe,excellent,4,gas,96505,automatic,rwd,coupe,white,ca
6457,7500,2005,mercedes-benz,benz clk 320,excellent,6,gas,105000,automatic,rwd,convertible,red,ca
6458,6999,2012,chevrolet,equinox,excellent,4,gas,156186,automatic,4wd,SUV,white,ca
6459,15500,2008,ford,f250 super duty,like new,8,diesel,225000,automatic,4wd,truck,white,ca
6460,11900,2005,mercedes-benz,sl500 roadster,excellent,8,gas,121787,automatic,rwd,convertible,silver,ca
6461,59500,2012,porsche,911,excellent,6,gas,70003,automatic,rwd,convertible,black,ca
6462,9900,2014,honda,cr-z ex,excellent,4,gas,153000,manual,fwd,coupe,black,ca
6463,15350,2015,mini,cooper countryman s,like new,4,gas,53000,automatic,fwd,sedan,white,ca
6464,5500,2012,nissan,altima,good,4,gas,151000,automatic,fwd,sedan,white,ca
